repository,url,description,created_date,last_modified,stars,forks,aws_services,topics,solution_type,competency,customer_problems,solution_marketing,deployment_tools,deployment_level,deployment_readiness,primary_language,secondary_language,framework,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,genai_agentic,classification_method,classification_timestamp
"aws-samples/emr-bootstrap-actions","https://github.com/aws-samples/emr-bootstrap-actions","This repository hold the Amazon Elastic MapReduce sample bootstrap actions","2013-09-25T16:08:07Z","2025-10-22T07:52:15Z","613","305","EMR; S3","","Foundation Builders","General Development","Development Efficiency","setup","Manual","Production Ready","Beta Ready","Shell","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","4","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:12.324787"
"aws-samples/amazon-personalize-samples","https://github.com/aws-samples/amazon-personalize-samples","Notebooks and examples on how to onboard and use various features of Amazon Personalize","2018-11-23T23:05:33Z","2025-10-04T13:59:27Z","598","343","Batch; Bedrock; CloudFormation; Step Functions","","Quick Wins","AI/ML","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","21","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:13.057148"
"aws-samples/kubernetes-for-java-developers","https://github.com/aws-samples/kubernetes-for-java-developers","A Day in Java Developer’s Life; with a taste of Kubernetes","2018-05-21T23:37:03Z","2025-09-11T10:05:56Z","592","280","EC2","containers; docker; java; kubernetes; maven","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Java","N/A","Spring/Maven","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","45","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:13.411816"
"aws-samples/lambda-refarch-mobilebackend","https://github.com/aws-samples/lambda-refarch-mobilebackend","Serverless Reference Architecture for creating a Mobile Backend","2015-09-21T07:13:39Z","2025-10-15T18:18:01Z","587","111","API Gateway; CloudFormation; Cognito; DynamoDB; Lambda","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Objective-C","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","10","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:14.129601"
"aws-samples/aws-dynamodb-examples","https://github.com/aws-samples/aws-dynamodb-examples","DynamoDB Examples","2013-06-26T17:23:19Z","2025-10-14T00:24:23Z","585","234","Bedrock; DynamoDB","","Quick Wins","AI/ML","Development Efficiency","starter","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","12","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:16.255479"
"aws-samples/aws-serverless-workshop-innovator-island","https://github.com/aws-samples/aws-serverless-workshop-innovator-island","Welcome to the Innovator Island serverless workshop! This repo contains all the instructions and code you need to complete the workshop.","2019-11-21T18:46:16Z","2025-10-19T07:38:53Z","574","232","API Gateway; Lambda","apigateway; aws; lambda; sam; serverless; vuejs; webapplication; workshop","Innovation Catalysts","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","7","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:16.639483"
"aws-samples/aws-iot-chat-example","https://github.com/aws-samples/aws-iot-chat-example","💬   Chat application using AWS IoT platform via MQTT over the WebSocket protocol","2017-10-19T19:51:38Z","2025-10-18T08:21:28Z","566","132","API Gateway; CloudFront; Cognito; DynamoDB; Lambda","amazon-cognito; aws-iot; aws-lambda; dynamodb; mqtt; react; redux; serverless-framework; websockets","Quick Wins","Security","Development Efficiency","starter","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","8","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:16.992123"
"aws-samples/eks-workshop-v2","https://github.com/aws-samples/eks-workshop-v2","Hands-on labs for Amazon EKS","2022-02-24T21:14:30Z","2025-10-22T08:44:06Z","563","543","EKS; VPC","aws; eks; eks-cluster; kubernetes","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","HCL","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","4","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:17.374546"
"aws-samples/aws-ml-enablement-workshop","https://github.com/aws-samples/aws-ml-enablement-workshop","組織横断的にチームを組成し、機械学習による成長サイクルを実現する計画を立てるワークショップ","2022-04-15T08:11:23Z","2025-10-24T04:40:24Z","545","59","General AWS","amazon-sagemaker-lab; machine-learning","Innovation Catalysts","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","2","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:17.760434"
"aws-samples/aws-serverless-security-workshop","https://github.com/aws-samples/aws-serverless-security-workshop","In this workshop; you will learn techniques to secure a serverless application built with AWS Lambda; Amazon API Gateway and RDS Aurora. We will cover AWS services and features you can leverage to improve the security of a serverless applications in 5 domains: identity & access management; code; data; infrastructure; logging & monitoring.","2018-10-29T22:48:15Z","2025-10-20T15:37:37Z","539","185","API Gateway; Aurora; Lambda; RDS","","Compliance Accelerators","General Development","Development Efficiency","compliance","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","5","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:20.027872"
"aws-samples/aws-amplify-graphql","https://github.com/aws-samples/aws-amplify-graphql","Sample using AWS Amplify and AWS AppSync together for user login and authorization when making GraphQL queries and mutations. Also includes complex objects for uploading and downloading data to and from S3 with a React app.","2018-02-19T18:09:11Z","2025-09-26T20:55:50Z","526","115","Cognito; DynamoDB; Lambda; OpenSearch; S3","aws-appsync; awsmobile; cognito; dynamodb; graphql; javascript; react; s3","Foundation Builders","Security","Complex Implementation","foundation","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","29","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:20.355886"
"aws-samples/amazon-forecast-samples","https://github.com/aws-samples/amazon-forecast-samples","Notebooks and examples on how to onboard and use various features of Amazon Forecast.","2018-11-23T23:10:45Z","2025-10-22T09:31:06Z","526","361","General AWS","","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","4","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:21.049709"
"aws-samples/amazon-cloudfront-functions","https://github.com/aws-samples/amazon-cloudfront-functions","This repository contains example CloudFront functions and instructions to deploy them to CloudFront. CloudFront Functions is natively built into CloudFront; allowing you to easily build; test; and deploy viewer request and viewer response functions entirely within CloudFront. This GitHub repo offers","2020-10-21T21:52:02Z","2025-10-14T06:53:29Z","521","78","CloudFront; Lambda","","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","12","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:22.080334"
"aws-samples/cloudfront-authorization-at-edge","https://github.com/aws-samples/cloudfront-authorization-at-edge","Protect downloads of your content hosted on CloudFront with Cognito authentication using cookies and Lambda@Edge","2019-07-01T17:48:49Z","2025-10-15T18:03:27Z","519","165","CloudFormation; CloudFront; Cognito; Lambda; S3","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","10","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:22.762173"
"aws-samples/aws-mobile-appsync-chat-starter-angular","https://github.com/aws-samples/aws-mobile-appsync-chat-starter-angular","GraphQL starter progressive web application (PWA) with Realtime and Offline functionality using AWS AppSync","2018-01-09T20:30:24Z","2025-10-12T09:02:51Z","517","156","Cognito; DynamoDB","angular; appsync; aws; aws-amplify; dynamodb; graphql; javascript; offline; progressive-web-app; real-time","Quick Wins","Security","Time to Market","starter","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","14","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:24.663690"
"aws-samples/aws-saas-factory-ref-solution-serverless-saas","https://github.com/aws-samples/aws-saas-factory-ref-solution-serverless-saas","This serverless saas reference solution is built using [SaaS Builder Toolkit (SBT)](https://github.com/awslabs/sbt-aws) control plane and core application plane components. We have also created a workshop that you can use as a reference to understand this reference solution in a step-by-step fashion","2021-04-20T18:46:07Z","2025-10-15T22:16:46Z","513","173","CDK; CodePipeline; Cognito; S3","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","10","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:25.726592"
"aws-samples/service-screener-v2","https://github.com/aws-samples/service-screener-v2","A tool for customers to evaluate their AWS service configurations based on AWS and community best practices and receive recommendations on potential improvements.","2023-05-10T04:57:51Z","2025-10-24T04:26:47Z","502","107","CloudFormation; IAM","aws; cloudshell; cost-optimization; open-source; security; trusted-advisor; well-architected","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","2","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:26.118352"
"aws-samples/aws-lambda-extensions","https://github.com/aws-samples/aws-lambda-extensions","A collection of sample extensions to help you get started with AWS Lambda Extensions","2020-08-10T19:24:42Z","2025-10-21T01:16:03Z","482","150","DynamoDB; Lambda","aws-lambda","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Go","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","5","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:26.475477"
"aws-samples/lambda-refarch-fileprocessing","https://github.com/aws-samples/lambda-refarch-fileprocessing","Serverless Reference Architecture for Real-time File Processing","2015-09-16T20:48:06Z","2025-10-18T08:24:41Z","468","181","CloudWatch; Comprehend; Lambda; S3; SNS","","Foundation Builders","AI/ML","Time to Market","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","8","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:27.270870"
"aws-samples/amazon-textract-textractor","https://github.com/aws-samples/amazon-textract-textractor","Analyze documents with Amazon Textract and generate output in multiple formats.","2019-05-06T21:43:30Z","2025-10-23T22:04:29Z","468","162","Lambda; Textract","amazon-textract","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","2","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:21:29.154636"
