repository,solution_type,competency,customer_problems,solution_marketing,primary_language,secondary_language,aws_services,deployment_tools,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,agentic_capabilities
aws-samples/aws-research-cloud,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (9 stars),Older,30,None
aws-samples/aws-xray-dotnet-webapp,Foundation Builders,DevOps,Development Efficiency,starter,C#,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (25 stars),Recently Updated,30,None
aws-samples/startup-kit-serverless-workload,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (133 stars),Recently Updated,30,None
aws-samples/aws-serverless-samfarm,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (284 stars),Recently Updated,30,None
aws-samples/aws-cidr-finder,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (73 stars),Recently Updated,30,None
aws-samples/ecs-cid-sample,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (103 stars),Recently Updated,30,None
aws-samples/startup-kit-templates,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (842 stars),Recently Updated,30,None
aws-samples/aws-cfn-umbraco-load-balancing-template,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (8 stars),Recently Updated,30,None
aws-samples/aws-cicd-docker-containers,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (138 stars),Recently Updated,30,None
aws-samples/lambda-kotlin-groovy-example,Foundation Builders,DevOps,Development Efficiency,starter,Kotlin,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (28 stars),Recently Updated,30,None
aws-samples/aws-lex-convo-bot-example,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (96 stars),Older,30,None
aws-samples/aws-ebs-custodian,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (37 stars),Recently Updated,30,None
aws-samples/lambda-refarch-imagerecognition,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (666 stars),Recently Updated,30,None
aws-samples/mturk-code-samples,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (169 stars),Recently Updated,30,None
aws-samples/codebuild-images,Foundation Builders,DevOps,Development Efficiency,starter,PHP,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (13 stars),Older,30,None
aws-samples/ecs-refarch-batch-processing,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (151 stars),Recently Updated,30,None
aws-samples/opsworks-chef-automate-demo,Foundation Builders,DevOps,Development Efficiency,starter,HTML,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Older,30,None
aws-samples/aws-elastic-volumes,Foundation Builders,DevOps,Development Efficiency,starter,PowerShell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (12 stars),Recently Updated,30,None
aws-samples/eb-custom-platforms-samples,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (37 stars),Recently Updated,30,None
aws-samples/amazon-ai-building-better-bots,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (119 stars),Recently Updated,30,None
aws-samples/aws-step-functions-ebs-snapshot-mgmt,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (96 stars),Older,30,None
aws-samples/aws-gaming-unity-labs-sample,Foundation Builders,DevOps,Development Efficiency,starter,Objective-C,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (11 stars),Recently Updated,30,None
aws-samples/sync-buckets-state-machine,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (111 stars),Recently Updated,30,None
aws-samples/aws-photosharing-example,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (26 stars),Recently Updated,30,None
aws-samples/flink-stream-processing-refarch,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (72 stars),Recently Updated,30,None
aws-samples/elasticache-refarch-chatapp,Foundation Builders,DevOps,Development Efficiency,starter,HTML,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (151 stars),Recently Updated,30,None
aws-samples/immersive-media-refarch,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (65 stars),Recently Updated,30,None
aws-samples/amazon-lex-twilio-integration,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (19 stars),Recently Updated,30,None
aws-samples/sbs-iot-data-generator,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (46 stars),Recently Updated,30,None
aws-samples/aws-glue-samples,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1522 stars),Recently Updated,30,None
aws-samples/aws-batch-genomics,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (203 stars),Recently Updated,30,None
aws-samples/ecs-blue-green-deployment,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (461 stars),Recently Updated,30,None
aws-samples/aws-cognito-apigw-angular-auth,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (299 stars),Recently Updated,30,None
aws-samples/aws-lex-web-ui,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (812 stars),Recently Updated,30,None
aws-samples/codepipeline-nested-cfn,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (271 stars),Recently Updated,30,None
aws-samples/aws-greengrass-mini-fulfillment,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (48 stars),Recently Updated,30,None
aws-samples/amazon-ecs-java-microservices,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (370 stars),Recently Updated,30,None
aws-samples/aws-pipeline-to-service-catalog,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (52 stars),Recently Updated,30,None
aws-samples/aws-rekognition-workshop-twitter-bot,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (57 stars),Recently Updated,30,None
aws-samples/aws-lambda-iot-button,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/aws-refarch-wordpress,Foundation Builders,DevOps,Development Efficiency,starter,PHP,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1107 stars),Recently Updated,30,None
aws-samples/amazon-rekognition-video-analyzer,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (377 stars),Recently Updated,30,None
aws-samples/aws-cloudformation-validator,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (52 stars),Recently Updated,30,None
aws-samples/dynamodb-restore-continuous-backup,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (15 stars),Recently Updated,30,None
aws-samples/aws-gamelift-sample,Foundation Builders,DevOps,Development Efficiency,starter,C++,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (251 stars),Recently Updated,30,None
aws-samples/aws-refarch-drupal,Foundation Builders,DevOps,Development Efficiency,starter,PHP,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (116 stars),Recently Updated,30,None
aws-samples/cloudwatch-dashboards-cloudformation-sample,Foundation Builders,DevOps,Development Efficiency,starter,Makefile,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (65 stars),Recently Updated,30,None
aws-samples/amazon-lex-bot-export,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (13 stars),Recently Updated,30,None
aws-samples/lambda-refarch-image-moderation-chatbot,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (162 stars),Recently Updated,30,None
aws-samples/serverless-codecommit-examples,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (12 stars),Older,30,None
aws-samples/aws-workshop-for-kubernetes,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2695 stars),Recently Updated,30,None
aws-samples/aws-codebuild-multiple-buildspec,Foundation Builders,DevOps,Development Efficiency,starter,C,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (42 stars),Recently Updated,30,None
aws-samples/aws-serverless-sns-fanout,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (29 stars),Recently Updated,30,None
aws-samples/ecs-canary-blue-green-deployment,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (169 stars),Recently Updated,30,None
aws-samples/ecs-refarch-task-rebalancing,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (89 stars),Recently Updated,30,None
aws-samples/aws-redshift-spectrum-poc,Foundation Builders,DevOps,Development Efficiency,starter,TSQL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (31 stars),Recently Updated,30,None
aws-samples/aws-ecs-scheduled-tasks,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (39 stars),Recently Updated,30,None
aws-samples/aws-cognito-quicksight-auth,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (80 stars),Recently Updated,30,None
aws-samples/aws-ai-bootcamp-labs,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (114 stars),Recently Updated,30,None
aws-samples/specialty-practice-code-samples,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (17 stars),Recently Updated,30,None
aws-samples/aws-cognito-java-desktop-app,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (104 stars),Recently Updated,30,None
